# Time;running vehicles [#]
3217.00;24.00
3218.00;24.00
3219.00;24.00
3220.00;22.00
3221.00;22.00
3222.00;22.00
3223.00;22.00
3224.00;22.00
3225.00;22.00
3226.00;22.00
3227.00;22.00
3228.00;21.00
3229.00;21.00
3230.00;20.00
3231.00;20.00
3232.00;19.00
3233.00;19.00
3234.00;19.00
3235.00;19.00
3236.00;19.00
3237.00;19.00
3238.00;19.00
3239.00;19.00
3240.00;18.00
3241.00;17.00
3242.00;17.00
3243.00;17.00
3244.00;17.00
3245.00;17.00
3246.00;18.00
3247.00;18.00
3248.00;18.00
3249.00;18.00
3250.00;18.00
3251.00;18.00
3252.00;18.00
3253.00;18.00
3254.00;18.00
3255.00;19.00
3256.00;19.00
3257.00;20.00
3258.00;21.00
3259.00;21.00
3260.00;21.00
3261.00;21.00
3262.00;21.00
3263.00;21.00
3264.00;21.00
3265.00;21.00
3266.00;21.00
3267.00;22.00
3268.00;22.00
3269.00;22.00
3270.00;22.00
3271.00;21.00
3272.00;20.00
3273.00;20.00
3274.00;20.00
3275.00;19.00
3276.00;20.00
3277.00;20.00
3278.00;20.00
3279.00;20.00
3280.00;19.00
3281.00;19.00
3282.00;19.00
3283.00;19.00
3284.00;18.00
3285.00;18.00
3286.00;18.00
3287.00;17.00
3288.00;17.00
3289.00;16.00
3290.00;15.00
3291.00;15.00
3292.00;15.00
3293.00;15.00
3294.00;15.00
3295.00;15.00
3296.00;14.00
3297.00;14.00
3298.00;14.00
3299.00;14.00
3300.00;14.00
3301.00;14.00
3302.00;14.00
3303.00;14.00
3304.00;14.00
3305.00;14.00
3306.00;14.00
3307.00;14.00
3308.00;14.00
3309.00;14.00
3310.00;15.00
3311.00;15.00
3312.00;15.00
3313.00;16.00
3314.00;16.00
3315.00;16.00
3316.00;16.00
3317.00;16.00
3318.00;16.00
3319.00;17.00
3320.00;17.00
3321.00;18.00
3322.00;18.00
3323.00;17.00
3324.00;17.00
3325.00;15.00
3326.00;15.00
3327.00;15.00
3328.00;16.00
3329.00;16.00
3330.00;16.00
3331.00;16.00
3332.00;16.00
3333.00;16.00
3334.00;16.00
3335.00;16.00
3336.00;16.00
3337.00;16.00
3338.00;16.00
3339.00;16.00
3340.00;15.00
3341.00;15.00
3342.00;15.00
3343.00;15.00
3344.00;15.00
3345.00;15.00
3346.00;16.00
3347.00;16.00
3348.00;16.00
3349.00;17.00
3350.00;17.00
3351.00;18.00
3352.00;18.00
3353.00;17.00
3354.00;17.00
3355.00;17.00
3356.00;18.00
3357.00;18.00
3358.00;18.00
3359.00;18.00
3360.00;18.00
3361.00;19.00
3362.00;19.00
3363.00;19.00
3364.00;19.00
3365.00;19.00
3366.00;20.00
3367.00;21.00
3368.00;19.00
3369.00;20.00
3370.00;20.00
3371.00;19.00
3372.00;19.00
3373.00;19.00
3374.00;19.00
3375.00;19.00
3376.00;19.00
3377.00;19.00
3378.00;19.00
3379.00;19.00
3380.00;20.00
3381.00;20.00
3382.00;21.00
3383.00;21.00
3384.00;21.00
3385.00;21.00
3386.00;22.00
3387.00;21.00
3388.00;20.00
3389.00;20.00
3390.00;20.00
3391.00;20.00
3392.00;20.00
3393.00;21.00
3394.00;22.00
3395.00;21.00
3396.00;21.00
3397.00;21.00
3398.00;21.00
3399.00;22.00
3400.00;22.00
3401.00;22.00
3402.00;23.00
3403.00;23.00
3404.00;23.00
3405.00;23.00
3406.00;23.00
3407.00;23.00
3408.00;22.00
3409.00;22.00
3410.00;22.00
3411.00;23.00
3412.00;24.00
3413.00;24.00
3414.00;24.00
3415.00;24.00
3416.00;24.00
3417.00;24.00
3418.00;24.00
3419.00;24.00
3420.00;24.00
3421.00;25.00
3422.00;26.00
3423.00;26.00
3424.00;26.00
3425.00;26.00
3426.00;26.00
3427.00;26.00
3428.00;26.00
3429.00;26.00
3430.00;26.00
3431.00;26.00
3432.00;25.00
3433.00;25.00
3434.00;25.00
3435.00;26.00
3436.00;26.00
3437.00;26.00
3438.00;26.00
3439.00;27.00
3440.00;27.00
3441.00;27.00
3442.00;28.00
3443.00;28.00
3444.00;29.00
3445.00;29.00
3446.00;29.00
3447.00;29.00
3448.00;29.00
3449.00;29.00
3450.00;28.00
3451.00;28.00
3452.00;28.00
3453.00;27.00
3454.00;27.00
3455.00;26.00
3456.00;26.00
3457.00;27.00
3458.00;26.00
3459.00;26.00
3460.00;26.00
3461.00;26.00
3462.00;27.00
3463.00;27.00
3464.00;26.00
3465.00;26.00
3466.00;25.00
3467.00;25.00
3468.00;25.00
3469.00;25.00
3470.00;25.00
3471.00;25.00
3472.00;25.00
3473.00;25.00
3474.00;24.00
3475.00;25.00
3476.00;24.00
3477.00;24.00
3478.00;25.00
3479.00;24.00
3480.00;24.00
3481.00;25.00
3482.00;25.00
3483.00;25.00
3484.00;25.00
3485.00;25.00
3486.00;25.00
3487.00;24.00
3488.00;21.00
3489.00;21.00
3490.00;21.00
3491.00;21.00
3492.00;22.00
3493.00;22.00
3494.00;21.00
3495.00;22.00
3496.00;21.00
3497.00;21.00
3498.00;21.00
3499.00;22.00
3500.00;21.00
3501.00;21.00
3502.00;20.00
3503.00;20.00
3504.00;20.00
3505.00;20.00
3506.00;20.00
3507.00;19.00
3508.00;19.00
3509.00;19.00
3510.00;19.00
3511.00;19.00
3512.00;19.00
3513.00;19.00
3514.00;20.00
3515.00;20.00
3516.00;19.00
3517.00;20.00
3518.00;20.00
3519.00;20.00
3520.00;20.00
3521.00;20.00
3522.00;20.00
3523.00;21.00
3524.00;21.00
3525.00;21.00
3526.00;21.00
3527.00;21.00
3528.00;21.00
3529.00;21.00
3530.00;22.00
3531.00;23.00
3532.00;23.00
3533.00;23.00
3534.00;23.00
3535.00;24.00
3536.00;24.00
3537.00;24.00
3538.00;24.00
3539.00;25.00
3540.00;25.00
3541.00;25.00
3542.00;25.00
3543.00;25.00
3544.00;25.00
3545.00;25.00
3546.00;25.00
3547.00;25.00
3548.00;25.00
3549.00;25.00
3550.00;26.00
3551.00;26.00
3552.00;26.00
3553.00;27.00
3554.00;28.00
3555.00;29.00
3556.00;29.00
3557.00;30.00
3558.00;31.00
3559.00;31.00
3560.00;31.00
3561.00;32.00
3562.00;30.00
3563.00;31.00
3564.00;32.00
3565.00;32.00
3566.00;31.00
3567.00;32.00
3568.00;31.00
3569.00;31.00
3570.00;31.00
3571.00;31.00
3572.00;31.00
3573.00;32.00
3574.00;32.00
3575.00;32.00
3576.00;32.00
3577.00;32.00
3578.00;32.00
3579.00;31.00
3580.00;31.00
3581.00;31.00
3582.00;31.00
3583.00;31.00
3584.00;31.00
3585.00;31.00
3586.00;32.00
3587.00;32.00
3588.00;32.00
3589.00;32.00
3590.00;33.00
3591.00;33.00
3592.00;33.00
3593.00;34.00
3594.00;34.00
3595.00;34.00
3596.00;34.00
3597.00;34.00
3598.00;34.00
3599.00;34.00
3600.00;34.00
3601.00;34.00
3602.00;34.00
3603.00;34.00
3604.00;34.00
3605.00;34.00
3606.00;34.00
3607.00;34.00
3608.00;33.00
3609.00;33.00
3610.00;33.00
3611.00;33.00
3612.00;33.00
3613.00;33.00
3614.00;33.00
3615.00;33.00
3616.00;33.00
3617.00;33.00
3618.00;33.00
3619.00;33.00
3620.00;33.00
3621.00;33.00
3622.00;33.00
3623.00;33.00
3624.00;33.00
3625.00;33.00
3626.00;33.00
3627.00;33.00
3628.00;33.00
3629.00;32.00
3630.00;31.00
3631.00;31.00
3632.00;31.00
3633.00;31.00
3634.00;31.00
3635.00;30.00
3636.00;29.00
3637.00;28.00
3638.00;27.00
3639.00;27.00
3640.00;26.00
3641.00;26.00
3642.00;25.00
3643.00;23.00
3644.00;23.00
3645.00;23.00
3646.00;22.00
3647.00;22.00
3648.00;21.00
3649.00;21.00
3650.00;20.00
3651.00;20.00
3652.00;20.00
3653.00;19.00
3654.00;19.00
3655.00;19.00
3656.00;19.00
3657.00;19.00
3658.00;19.00
3659.00;19.00
3660.00;19.00
3661.00;19.00
3662.00;19.00
3663.00;18.00
3664.00;18.00
3665.00;18.00
3666.00;17.00
3667.00;17.00
3668.00;17.00
3669.00;17.00
3670.00;17.00
3671.00;16.00
3672.00;16.00
3673.00;16.00
3674.00;16.00
3675.00;16.00
3676.00;16.00
3677.00;16.00
3678.00;16.00
3679.00;16.00
3680.00;15.00
3681.00;15.00
3682.00;15.00
3683.00;15.00
3684.00;14.00
3685.00;14.00
3686.00;14.00
3687.00;14.00
3688.00;14.00
3689.00;14.00
3690.00;14.00
3691.00;14.00
3692.00;14.00
3693.00;14.00
3694.00;14.00
3695.00;14.00
3696.00;14.00
3697.00;14.00
3698.00;14.00
3699.00;14.00
3700.00;14.00
3701.00;14.00
3702.00;14.00
3703.00;14.00
3704.00;14.00
3705.00;14.00
3706.00;14.00
3707.00;14.00
3708.00;14.00
3709.00;14.00
3710.00;14.00
3711.00;14.00
3712.00;14.00
3713.00;13.00
3714.00;13.00
3715.00;13.00
3716.00;13.00
3717.00;13.00
3718.00;13.00
3719.00;13.00
3720.00;13.00
3721.00;13.00
3722.00;13.00
3723.00;13.00
3724.00;11.00
3725.00;11.00
3726.00;11.00
3727.00;10.00
3728.00;10.00
3729.00;10.00
3730.00;10.00
3731.00;10.00
3732.00;10.00
3733.00;10.00
3734.00;9.00
3735.00;9.00
3736.00;8.00
3737.00;7.00
3738.00;7.00
3739.00;7.00
3740.00;6.00
3741.00;6.00
3742.00;5.00
3743.00;5.00
3744.00;5.00
3745.00;5.00
3746.00;5.00
3747.00;5.00
3748.00;5.00
3749.00;5.00
3750.00;5.00
3751.00;5.00
3752.00;5.00
3753.00;5.00
3754.00;5.00
3755.00;5.00
3756.00;5.00
3757.00;5.00
3758.00;5.00
3759.00;5.00
3760.00;5.00
3761.00;5.00
3762.00;5.00
3763.00;5.00
3764.00;5.00
3765.00;4.00
3766.00;4.00
3767.00;4.00
3768.00;4.00
3769.00;4.00
3770.00;4.00
3771.00;4.00
3772.00;4.00
3773.00;4.00
3774.00;4.00
3775.00;4.00
3776.00;4.00
3777.00;4.00
3778.00;4.00
3779.00;4.00
3780.00;3.00
3781.00;3.00
3782.00;3.00
3783.00;3.00
3784.00;3.00
3785.00;3.00
3786.00;3.00
3787.00;3.00
3788.00;3.00
3789.00;3.00
3790.00;3.00
3791.00;3.00
3792.00;3.00
3793.00;3.00
3794.00;3.00
3795.00;2.00
3796.00;2.00
3797.00;2.00
3798.00;2.00
3799.00;2.00
3800.00;2.00
3801.00;2.00
3802.00;2.00
3803.00;2.00
3804.00;2.00
3805.00;2.00
3806.00;2.00
3807.00;2.00
3808.00;1.00
3809.00;1.00
3810.00;0.00
3811.00;0.00
3812.00;0.00
